1,50,0.9213196694850921
2,100,0.9124857103824615
3,150,0.9190857136249542
4,200,0.9143714261054993
5,250,0.9151428592205048
6,300,0.9228857111930847
7,350,0.9164285731315612
8,400,0.9073714256286621
9,450,0.9189714288711548
10,500,0.9188857126235962
11,550,0.9183714318275452
12,600,0.9166000008583068
13,650,0.9142857146263123
14,700,0.9117714285850524
15,750,0.9108857154846192
16,800,0.9202857160568237
17,850,0.916399997472763
18,900,0.9151142823696137
19,950,0.9107142901420593
20,1000,0.9195714271068574
21,1050,0.9169142854213714
22,1100,0.9195714247226715
23,1150,0.9206285738945007
24,1200,0.9171714270114899
25,1250,0.9125428581237793
26,1300,0.9149428582191468
27,1350,0.9155714249610901
28,1400,0.9187714278697967
29,1450,0.9202857112884522
30,1500,0.9120857119560242
31,1550,0.9180285727977753
32,1600,0.916085718870163
33,1650,0.9153714323043823
34,1700,0.9193428564071655
35,1750,0.9163142883777619
36,1800,0.9181142842769623
37,1850,0.9169714307785034
38,1900,0.9187428569793701
39,1950,0.9183428585529327
40,2000,0.9247999966144562
41,2050,0.917571427822113
42,2100,0.9221714282035828
43,2150,0.914828577041626
44,2200,0.9159714245796203
45,2250,0.9249714279174804
46,2300,0.9170571434497833
47,2350,0.9164857125282287
48,2400,0.9166285717487335
49,2450,0.9174857127666474
50,2500,0.916199996471405
51,2550,0.9161428606510162
52,2600,0.9192000007629395
53,2650,0.9099428582191468
54,2700,0.924228572845459
55,2750,0.918114286661148
56,2800,0.9139999973773957
57,2850,0.9218571412563324
58,2900,0.9160857141017914
59,2950,0.9186285710334778
60,3000,0.9188857150077819
61,3050,0.9157714247703552
62,3100,0.9196857154369354
63,3150,0.9123142826557159
64,3200,0.9143714272975921
65,3250,0.9248000037670135
66,3300,0.9143142867088317
67,3350,0.9185714268684387
68,3400,0.9081142854690551
69,3450,0.9119142830371857
70,3500,0.9155428588390351
71,3550,0.9126857078075409
72,3600,0.9151428544521332
73,3650,0.9170857107639313
74,3700,0.916114284992218
75,3750,0.916342853307724
76,3800,0.9197142851352692
77,3850,0.9107714271545411
78,3900,0.9265142858028412
79,3950,0.9188571393489837
80,4000,0.9168285751342773
81,4050,0.9184285688400269
82,4100,0.920285712480545
83,4150,0.9135714316368103
84,4200,0.9174285757541657
85,4250,0.9194571447372436
86,4300,0.912599995136261
87,4350,0.9144000005722046
88,4400,0.915714282989502
89,4450,0.9147428584098816
90,4500,0.9180285704135894
91,4550,0.9180571436882019
92,4600,0.9118571412563324
93,4650,0.9204571437835694
94,4700,0.9176571369171143
95,4750,0.9172571432590485
96,4800,0.9177714252471924
97,4850,0.9218857145309448
98,4900,0.9195428586006165
99,4950,0.9196285724639892
100,5000,0.9170000052452087
101,5050,0.9189714288711548
102,5100,0.9184857106208801
103,5150,0.9107428526878357
104,5200,0.9142857110500335
105,5250,0.9220571410655976
106,5300,0.9160285711288452
107,5350,0.9185999989509582
108,5400,0.9167714273929596
109,5450,0.9122857093811035
110,5500,0.9156571435928345
111,5550,0.9194857096672058
112,5600,0.9118571424484253
113,5650,0.9163999950885773
114,5700,0.9128857135772706
115,5750,0.9159428560733796
116,5800,0.9163428580760956
117,5850,0.9202285695075989
118,5900,0.9166857147216797
119,5950,0.917428572177887
120,6000,0.9218857133388519
121,6050,0.9164571475982666
122,6100,0.9208857154846192
123,6150,0.9243142914772033
124,6200,0.9166285753250122
125,6250,0.9126285719871521
126,6300,0.9211999988555908
127,6350,0.9193142855167389
128,6400,0.9111428546905518
129,6450,0.913057142496109
130,6500,0.9203714275360108
131,6550,0.9159428596496582
132,6600,0.9130857110023498
133,6650,0.9169714319705963
134,6700,0.9193142890930176
135,6750,0.9185428559780121
136,6800,0.9208857154846192
137,6850,0.9084571421146392
138,6900,0.9170857143402099
139,6950,0.9179142820835113
140,7000,0.9176000010967255
141,7050,0.9132571387290954
142,7100,0.919371428489685
143,7150,0.9134857153892517
144,7200,0.9149999988079071
145,7250,0.9152571439743042
146,7300,0.9129428541660309
147,7350,0.9177714312076568
148,7400,0.9259142863750458
149,7450,0.9169714295864105
150,7500,0.9155142843723297
151,7550,0.9143428599834442
152,7600,0.919314284324646
153,7650,0.9129714262485504
154,7700,0.9215714275836945
155,7750,0.920771427154541
156,7800,0.9204285705089569
157,7850,0.9170000028610229
158,7900,0.9146285736560822
159,7950,0.918057142496109
160,8000,0.9177714264392853
161,8050,0.9128571438789368
162,8100,0.9157714259624481
163,8150,0.9162857139110565
164,8200,0.9125142896175384
165,8250,0.9151428580284119
166,8300,0.919571430683136
167,8350,0.9148285698890686
168,8400,0.9189142835140228
169,8450,0.917428572177887
170,8500,0.9168857157230377
171,8550,0.9175428521633148
172,8600,0.9146571409702301
173,8650,0.9240857112407684
174,8700,0.9159714305400848
175,8750,0.9141999959945679
176,8800,0.9152571427822113
177,8850,0.9194857120513916
178,8900,0.9178857147693634
179,8950,0.9158285701274872
180,9000,0.914742854833603
181,9050,0.9173999989032745
182,9100,0.9138285732269287
183,9150,0.9121714293956756
184,9200,0.9121142852306366
185,9250,0.9121714282035828
186,9300,0.9193428564071655
187,9350,0.9123142850399018
188,9400,0.9096571385860444
189,9450,0.9152571415901184
190,9500,0.9167714262008667
191,9550,0.9136571419239045
192,9600,0.9204857110977173
193,9650,0.9167714297771454
194,9700,0.9159142816066742
195,9750,0.925285712480545
196,9800,0.9153142857551575
197,9850,0.9185714292526245
198,9900,0.9223428559303284
199,9950,0.9147714293003082
200,10000,0.9139428520202637
